MSN     StateCode    Year     Data
ELEXP   TX           1986    10.497
ELEXP   TX           1987    40.013
ELEXP   TX           1988    31.725
ELEXP   TX           1989    59.713
ELEXP   TX           1990    64.596
ELEXP   TX           1991   446.823
ELEXP   TX           1992    962.41
ELEXP   TX           1993    801.04
ELEXP   TX           1994    964.77
ELEXP   TX           1995    925.37
ELEXP   TX           1996  1029.628
ELEXP   TX           1997   1103.53
ELEXP   TX           1998     4.625
ELEXP   TX           1999    19.575
ELEXP   TX           2000    18.598
ELEXP   TX           2001     2.839
ELEXP   TX           2002  299.1552
ELEXP   TX           2003  296.6209
ELEXP   TX           2004  294.6831
ELEXP   TX           2005  297.8121
ELEXP   TX           2006  291.8831
ELEXP   TX           2007    402.73
ELEXP   TX           2008   1012.88
ELEXP   TX           2009  337.1465
ELEXV   AZ           1970   0.22177
ELEXV   AZ           1971    0.2818
ELEXV   AZ           1972   0.65072
ELEXV   AZ           1973   0.49769
ELEXV   AZ           1974   0.20578
ELEXV   AZ           1975   0.27637
ELEXV   AZ           1976   0.35913
ELEXV   AZ           1977   0.39889
ELEXV   AZ           1978   0.42368
ELEXV   AZ           1979   0.51045
ELEXV   AZ           1980   0.63316
ELEXV   AZ           1981    0.1938
ELEXV   AZ           1982   0.14287
ELEXV   AZ           1983   0.02324
ELEXV   AZ           1984   0.02555
ELEXV   AZ           1985         0
ELEXV   AZ           1986   0.03188
ELEXV   AZ           1987   0.03069
ELEXV   AZ           1988   0.03554
ELEXV   AZ           1989   0.04131
ELEXV   AZ           1990   0.06496
ELEXV   AZ           1991   0.07033
ELEXV   AZ           1992   0.07435
ELEXV   AZ           1993   0.05335
ELEXV   AZ           1994   0.08679
ELEXV   AZ           1995   0.01652
ELEXV   AZ           1996   0.09902
ELEXV   AZ           1997   1.16864
ELEXV   AZ           1998         0
ELEXV   AZ           1999         0
ELEXV   AZ           2000         0
ELEXV   AZ           2001         0
ELEXV   AZ           2002   1.68328
ELEXV   AZ           2003   2.32806
ELEXV   AZ           2004   3.47149
ELEXV   AZ           2005   9.81032
ELEXV   AZ           2006  13.69093
ELEXV   AZ           2007  11.13579
ELEXV   AZ           2008  18.98363
ELEXV   AZ           2009  11.63816
ELEXV   CA           1970   0.04646
ELEXV   CA           1971   0.05072
ELEXV   CA           1972         0
ELEXV   CA           1973    0.0077
ELEXV   CA           1974         0
ELEXV   CA           1975         0
ELEXV   CA           1976         0
ELEXV   CA           1977         0
ELEXV   CA           1978         0
ELEXV   CA           1979         0
ELEXV   CA           1980   0.20022
ELEXV   CA           1981   0.64031
ELEXV   CA           1982         0
ELEXV   CA           1983   0.14437
ELEXV   CA           1984   1.39609
ELEXV   CA           1985   3.00599
ELEXV   CA           1986   2.38424
ELEXV   CA           1987   1.78882
ELEXV   CA           1988   2.88793
ELEXV   CA           1989  11.17697
ELEXV   CA           1990  16.40699
ELEXV   CA           1991   5.41519
ELEXV   CA           1992   0.86877
ELEXV   CA           1993   1.08534
ELEXV   CA           1994   3.53758
ELEXV   CA           1995   6.65889
ELEXV   CA           1996  10.62362
ELEXV   CA           1997   8.50182
ELEXV   CA           1998  42.45003
ELEXV   CA           1999  22.77046
ELEXV   CA           2000   71.5007
ELEXV   CA           2001  24.78517
ELEXV   CA           2002   4.83733
ELEXV   CA           2003   0.73748
ELEXV   CA           2004   1.78395
ELEXV   CA           2005   5.63852
ELEXV   CA           2006   24.9571
ELEXV   CA           2007  14.75384
ELEXV   CA           2008  36.52984
ELEXV   CA           2009   17.0451
ELEXV   NM           1970         0
ELEXV   NM           1971         0
ELEXV   NM           1972         0
ELEXV   NM           1973         0
ELEXV   NM           1974         0
ELEXV   NM           1975         0
ELEXV   NM           1976         0
ELEXV   NM           1977         0
ELEXV   NM           1978         0
ELEXV   NM           1979         0
ELEXV   NM           1980         0
ELEXV   NM           1981         0
ELEXV   NM           1982         0
ELEXV   NM           1983         0
ELEXV   NM           1984         0
ELEXV   NM           1985         0
ELEXV   NM           1986         0
ELEXV   NM           1987         0
ELEXV   NM           1988         0
ELEXV   NM           1989         0
ELEXV   NM           1990         0
ELEXV   NM           1991         0
ELEXV   NM           1992         0
ELEXV   NM           1993         0
ELEXV   NM           1994         0
ELEXV   NM           1995         0
ELEXV   NM           1996         0
ELEXV   NM           1997         0
ELEXV   NM           1998         0
ELEXV   NM           1999         0
ELEXV   NM           2000         0
ELEXV   NM           2001         0
ELEXV   NM           2002         0
ELEXV   NM           2003         0
ELEXV   NM           2004    0.8247
ELEXV   NM           2005   5.34912
ELEXV   NM           2006   2.86615
ELEXV   NM           2007   3.09984
ELEXV   NM           2008    6.3896
ELEXV   NM           2009    3.7937
ELEXV   TX           1970   0.68677
ELEXV   TX           1971   0.90118
ELEXV   TX           1972   1.34115
ELEXV   TX           1973   1.87727
ELEXV   TX           1974   2.73921
ELEXV   TX           1975   3.63012
ELEXV   TX           1976   3.27022
ELEXV   TX           1977   0.86278
ELEXV   TX           1978   0.19531
ELEXV   TX           1979   0.36027
ELEXV   TX           1980   9.07316
ELEXV   TX           1981   5.24991
ELEXV   TX           1982   0.14569
ELEXV   TX           1983   0.17626
ELEXV   TX           1984   0.18941
ELEXV   TX           1985   0.19971
ELEXV   TX           1986   0.21904
ELEXV   TX           1987   0.80801
ELEXV   TX           1988   0.63135
ELEXV   TX           1989   1.19452
ELEXV   TX           1990   2.02337
ELEXV   TX           1991  14.43452
ELEXV   TX           1992  33.03363
ELEXV   TX           1993  18.95277
ELEXV   TX           1994  33.65499
ELEXV   TX           1995   26.9688
ELEXV   TX           1996  38.60293
ELEXV   TX           1997  26.66731
ELEXV   TX           1998   0.09973
ELEXV   TX           1999   0.35265
ELEXV   TX           2000   0.62545
ELEXV   TX           2001   0.19276
ELEXV   TX           2002   7.34862
ELEXV   TX           2003   9.71798
ELEXV   TX           2004  10.93521
ELEXV   TX           2005  16.29502
ELEXV   TX           2006  12.90005
ELEXV   TX           2007  20.29752
ELEXV   TX           2008  54.84471
ELEXV   TX           2009  11.08356
ELIMB   AZ           1960         0
ELIMB   AZ           1961         0
ELIMB   AZ           1962         0
ELIMB   AZ           1963         0
ELIMB   AZ           1964         0
ELIMB   AZ           1965         0
ELIMB   AZ           1966         0
ELIMB   AZ           1967         0
ELIMB   AZ           1968         0
ELIMB   AZ           1969         0
ELIMB   AZ           1970         0
ELIMB   AZ           1971         0
ELIMB   AZ           1972         0
ELIMB   AZ           1973         0
ELIMB   AZ           1974  22.98664
ELIMB   AZ           1975  60.25251
ELIMB   AZ           1976   63.3506
ELIMB   AZ           1977  73.34094
ELIMB   AZ           1978         0
ELIMB   AZ           1979         0
ELIMB   AZ           1980         0
ELIMB   AZ           1981         0
ELIMB   AZ           1982         0
ELIMB   AZ           1983         0
ELIMB   AZ           1984         0
ELIMB   AZ           1985         0
ELIMB   AZ           1986         0
ELIMB   AZ           1987         0
ELIMB   AZ           1988         0
ELIMB   AZ           1989         0
ELIMB   AZ           1990         0
ELIMB   AZ           1991  370.4647
ELIMB   AZ           1992         0
ELIMB   AZ           1993         0
ELIMB   AZ           1994   0.07165
ELIMB   AZ           1995  1148.193
ELIMB   AZ           1996         0
ELIMB   AZ           1997  556.8384
ELIMB   AZ           1998    13.648
ELIMB   AZ           1999         0
ELIMB   AZ           2000  161.1044
ELIMB   AZ           2001  187.5031
ELIMB   AZ           2002  281.9891
ELIMB   AZ           2003   188.292
ELIMB   AZ           2004  584.5788
ELIMB   AZ           2005  351.8251
ELIMB   AZ           2006  435.1871
ELIMB   AZ           2007  763.1472
ELIMB   AZ           2008  299.9704
ELIMB   AZ           2009  419.6203
ELIMB   CA           1960         0
ELIMB   CA           1961         0
ELIMB   CA           1962         0
ELIMB   CA           1963         0
ELIMB   CA           1964         0
ELIMB   CA           1965         0
ELIMB   CA           1966         0
ELIMB   CA           1967         0
ELIMB   CA           1968         0
ELIMB   CA           1969         0
ELIMB   CA           1970         0
ELIMB   CA           1971         0
ELIMB   CA           1972         0
ELIMB   CA           1973         0
ELIMB   CA           1974         0
ELIMB   CA           1975         0
ELIMB   CA           1976         0
ELIMB   CA           1977         0
ELIMB   CA           1978         0
ELIMB   CA           1979         0
ELIMB   CA           1980  346.8639
ELIMB   CA           1981  148.6267
ELIMB   CA           1982  19.92608
ELIMB   CA           1983   114.766
ELIMB   CA           1984  448.4835
ELIMB   CA           1985  14321.69
ELIMB   CA           1986  13288.38
ELIMB   CA           1987  26723.27
ELIMB   CA           1988   25354.5
ELIMB   CA           1989  16330.44
ELIMB   CA           1990  17545.14
ELIMB   CA           1991  10774.66
ELIMB   CA           1992  7159.789
ELIMB   CA           1993  6866.831
ELIMB   CA           1994  7360.175
ELIMB   CA           1995   6711.96
ELIMB   CA           1996  5158.268
ELIMB   CA           1997  5702.697
ELIMB   CA           1998   4612.55
ELIMB   CA           1999   4955.48
ELIMB   CA           2000  18790.56
ELIMB   CA           2001  11668.22
ELIMB   CA           2002  7050.956
ELIMB   CA           2003  14154.34
ELIMB   CA           2004  4404.909
ELIMB   CA           2005  19210.05
ELIMB   CA           2006  10019.18
ELIMB   CA           2007  19780.95
ELIMB   CA           2008  18320.85
ELIMB   CA           2009  10396.87
ELIMB   NM           1960         0
ELIMB   NM           1961         0
ELIMB   NM           1962         0
ELIMB   NM           1963         0
ELIMB   NM           1964         0
ELIMB   NM           1965         0
ELIMB   NM           1966         0
ELIMB   NM           1967         0
ELIMB   NM           1968         0
ELIMB   NM           1969         0
ELIMB   NM           1970         0
ELIMB   NM           1971         0
ELIMB   NM           1972         0
ELIMB   NM           1973         0
ELIMB   NM           1974         0
ELIMB   NM           1975         0
ELIMB   NM           1976         0
ELIMB   NM           1977         0
ELIMB   NM           1978         0
ELIMB   NM           1979         0
ELIMB   NM           1980         0
ELIMB   NM           1981         0
ELIMB   NM           1982         0
ELIMB   NM           1983         0
ELIMB   NM           1984         0
ELIMB   NM           1985         0
ELIMB   NM           1986         0
ELIMB   NM           1987         0
ELIMB   NM           1988         0
ELIMB   NM           1989         0
ELIMB   NM           1990         0
ELIMB   NM           1991         0
ELIMB   NM           1992         0
ELIMB   NM           1993         0
ELIMB   NM           1994         0
ELIMB   NM           1995         0
ELIMB   NM           1996         0
ELIMB   NM           1997         0
ELIMB   NM           1998         0
ELIMB   NM           1999         0
ELIMB   NM           2000   0.10236
ELIMB   NM           2001         0
ELIMB   NM           2002  52.23772
ELIMB   NM           2003  78.47259
ELIMB   NM           2004  268.8315
ELIMB   NM           2005  280.8861
ELIMB   NM           2006  103.8988
ELIMB   NM           2007  125.6844
ELIMB   NM           2008  133.3171
ELIMB   NM           2009  92.71428
ELIMB   TX           1960  110.9292
ELIMB   TX           1961  271.8648
ELIMB   TX           1962  231.1016
ELIMB   TX           1963  55.35799
ELIMB   TX           1964   4.41513
ELIMB   TX           1965   2.78078
ELIMB   TX           1966   2.42593
ELIMB   TX           1967   1.28632
ELIMB   TX           1968   41.9403
ELIMB   TX           1969  48.04778
ELIMB   TX           1970  126.8002
ELIMB   TX           1971  108.2747
ELIMB   TX           1972  199.9176
ELIMB   TX           1973  120.7097
ELIMB   TX           1974  110.9037
ELIMB   TX           1975  244.3094
ELIMB   TX           1976  368.6564
ELIMB   TX           1977  102.3907
ELIMB   TX           1978         0
ELIMB   TX           1979         0
ELIMB   TX           1980         0
ELIMB   TX           1981         0
ELIMB   TX           1982   6.80353
ELIMB   TX           1983  185.9984
ELIMB   TX           1984  182.2827
ELIMB   TX           1985  18.40433
ELIMB   TX           1986         0
ELIMB   TX           1987   1.21467
ELIMB   TX           1988         0
ELIMB   TX           1989   4.53796
ELIMB   TX           1990   3.82485
ELIMB   TX           1991   0.04777
ELIMB   TX           1992         0
ELIMB   TX           1993   0.04777
ELIMB   TX           1994   0.23884
ELIMB   TX           1995         0
ELIMB   TX           1996  18.99119
ELIMB   TX           1997  1795.343
ELIMB   TX           1998  2519.315
ELIMB   TX           1999  696.4472
ELIMB   TX           2000   8.14786
ELIMB   TX           2001  12.29685
ELIMB   TX           2002  273.8608
ELIMB   TX           2003  271.5398
ELIMB   TX           2004  269.5369
ELIMB   TX           2005  266.4702
ELIMB   TX           2006  271.3323
ELIMB   TX           2007  545.4197
ELIMB   TX           2008  3278.911
ELIMB   TX           2009  1526.216
ELIMD   AZ           1970         0
ELIMD   AZ           1971         0
ELIMD   AZ           1972         0
ELIMD   AZ           1973         0
ELIMD   AZ           1974   3.17689
ELIMD   AZ           1975   3.89121
ELIMD   AZ           1976   4.15439
ELIMD   AZ           1977   4.69954
ELIMD   AZ           1978         0
ELIMD   AZ           1979         0
ELIMD   AZ           1980         0
ELIMD   AZ           1981         0
ELIMD   AZ           1982         0
ELIMD   AZ           1983         0
ELIMD   AZ           1984         0
ELIMD   AZ           1985         0
ELIMD   AZ           1986         0
ELIMD   AZ           1987         0
ELIMD   AZ           1988         0
ELIMD   AZ           1989         0
ELIMD   AZ           1990         0
ELIMD   AZ           1991    7.1968
ELIMD   AZ           1992         0
ELIMD   AZ           1993         0
ELIMD   AZ           1994   6.35231
ELIMD   AZ           1995   6.21106
ELIMD   AZ           1996         0
ELIMD   AZ           1997   6.71103
ELIMD   AZ           1998   7.86625
ELIMD   AZ           1999         0
ELIMD   AZ           2000  16.78353
ELIMD   AZ           2001  20.47368
ELIMD   AZ           2002   8.94293
ELIMD   AZ           2003  13.20815
ELIMD   AZ           2004  13.83907
ELIMD   AZ           2005  16.53396
ELIMD   AZ           2006  17.31766
ELIMD   AZ           2007  18.24711
ELIMD   AZ           2008  18.27793
ELIMD   AZ           2009  12.10381
ELIMD   CA           1970         0
ELIMD   CA           1971         0
ELIMD   CA           1972         0
ELIMD   CA           1973         0
ELIMD   CA           1974         0
ELIMD   CA           1975         0
ELIMD   CA           1976         0
ELIMD   CA           1977         0
ELIMD   CA           1978         0
ELIMD   CA           1979         0
ELIMD   CA           1980   6.93653
ELIMD   CA           1981   8.06442
ELIMD   CA           1982    9.3051
ELIMD   CA           1983    9.3239
ELIMD   CA           1984   9.07952
ELIMD   CA           1985    9.3427
ELIMD   CA           1986    9.2675
ELIMD   CA           1987   8.96871
ELIMD   CA           1988   8.83852
ELIMD   CA           1989   8.88457
ELIMD   CA           1990   8.37329
ELIMD   CA           1991    7.1968
ELIMD   CA           1992   6.59833
ELIMD   CA           1993   6.60671
ELIMD   CA           1994   6.35231
ELIMD   CA           1995   6.21106
ELIMD   CA           1996   6.36572
ELIMD   CA           1997   6.71103
ELIMD   CA           1998   7.86625
ELIMD   CA           1999   8.68517
ELIMD   CA           2000  16.78353
ELIMD   CA           2001  20.47368
ELIMD   CA           2002   8.94293
ELIMD   CA           2003  13.20815
ELIMD   CA           2004  13.83907
ELIMD   CA           2005  16.53396
ELIMD   CA           2006  17.31766
ELIMD   CA           2007  18.24711
ELIMD   CA           2008  18.27793
ELIMD   CA           2009  12.10381
ELIMD   NM           1970         0
ELIMD   NM           1971         0
ELIMD   NM           1972         0
ELIMD   NM           1973         0
ELIMD   NM           1974         0
ELIMD   NM           1975         0
ELIMD   NM           1976         0
ELIMD   NM           1977         0
ELIMD   NM           1978         0
ELIMD   NM           1979         0
ELIMD   NM           1980         0
ELIMD   NM           1981         0
ELIMD   NM           1982         0
ELIMD   NM           1983         0
ELIMD   NM           1984         0
ELIMD   NM           1985         0
ELIMD   NM           1986         0
ELIMD   NM           1987         0
ELIMD   NM           1988         0
ELIMD   NM           1989         0
ELIMD   NM           1990         0
ELIMD   NM           1991         0
ELIMD   NM           1992         0
ELIMD   NM           1993         0
ELIMD   NM           1994         0
ELIMD   NM           1995         0
ELIMD   NM           1996         0
ELIMD   NM           1997         0
ELIMD   NM           1998         0
ELIMD   NM           1999         0
ELIMD   NM           2000  16.78353
ELIMD   NM           2001         0
ELIMD   NM           2002   8.94293
ELIMD   NM           2003  13.20815
ELIMD   NM           2004  13.83907
ELIMD   NM           2005  16.53396
ELIMD   NM           2006  17.31766
ELIMD   NM           2007  18.24711
ELIMD   NM           2008  18.27793
ELIMD   NM           2009  12.10381
ELIMD   TX           1970   1.91741
ELIMD   TX           1971    2.0678
ELIMD   TX           1972   2.18059
ELIMD   TX           1973   2.34977
ELIMD   TX           1974   3.17689
ELIMD   TX           1975   3.89121
ELIMD   TX           1976   4.15439
ELIMD   TX           1977   4.69954
ELIMD   TX           1978         0
ELIMD   TX           1979         0
ELIMD   TX           1980         0
ELIMD   TX           1981         0
ELIMD   TX           1982    9.3051
ELIMD   TX           1983    9.3239
ELIMD   TX           1984   9.07952
ELIMD   TX           1985    9.3427
ELIMD   TX           1986         0
ELIMD   TX           1987   8.96871
ELIMD   TX           1988         0
ELIMD   TX           1989   8.88457
ELIMD   TX           1990   8.37329
ELIMD   TX           1991    7.1968
ELIMD   TX           1992         0
ELIMD   TX           1993   6.60671
ELIMD   TX           1994   6.35231
ELIMD   TX           1995         0
ELIMD   TX           1996   6.36572
ELIMD   TX           1997   6.71103
ELIMD   TX           1998   7.86625
ELIMD   TX           1999   8.68517
ELIMD   TX           2000  16.78353
ELIMD   TX           2001  20.47368
ELIMD   TX           2002   8.94293
ELIMD   TX           2003  13.20815
ELIMD   TX           2004  13.83907
ELIMD   TX           2005  16.53396
ELIMD   TX           2006  17.31766
ELIMD   TX           2007  18.24711
ELIMD   TX           2008  18.27793
ELIMD   TX           2009  12.10381
ELIMP   AZ           1960         0
ELIMP   AZ           1961         0
ELIMP   AZ           1962         0
ELIMP   AZ           1963         0
ELIMP   AZ           1964         0
ELIMP   AZ           1965         0
ELIMP   AZ           1966         0
ELIMP   AZ           1967         0
ELIMP   AZ           1968         0
ELIMP   AZ           1969         0
ELIMP   AZ           1970         0
ELIMP   AZ           1971         0
ELIMP   AZ           1972         0
ELIMP   AZ           1973         0
ELIMP   AZ           1974     6.737
ELIMP   AZ           1975    17.659
ELIMP   AZ           1976    18.567
ELIMP   AZ           1977    21.495
ELIMP   AZ           1978         0
ELIMP   AZ           1979         0
ELIMP   AZ           1980         0
ELIMP   AZ           1981         0
ELIMP   AZ           1982         0
ELIMP   AZ           1983         0
ELIMP   AZ           1984         0
ELIMP   AZ           1985         0
ELIMP   AZ           1986         0
ELIMP   AZ           1987         0
ELIMP   AZ           1988         0
ELIMP   AZ           1989         0
ELIMP   AZ           1990         0
ELIMP   AZ           1991   108.577
ELIMP   AZ           1992         0
ELIMP   AZ           1993         0
ELIMP   AZ           1994     0.021
ELIMP   AZ           1995   336.516
ELIMP   AZ           1996         0
ELIMP   AZ           1997     163.2
ELIMP   AZ           1998         4
ELIMP   AZ           1999         0
ELIMP   AZ           2000    47.217
ELIMP   AZ           2001    54.954
ELIMP   AZ           2002  82.64628
ELIMP   AZ           2003  55.18524
ELIMP   AZ           2004  171.3303
ELIMP   AZ           2005   103.114
ELIMP   AZ           2006   127.546
ELIMP   AZ           2007  223.6656
ELIMP   AZ           2008  87.91628
ELIMP   AZ           2009  122.9837
ELIMP   CA           1960         0
ELIMP   CA           1961         0
ELIMP   CA           1962         0
ELIMP   CA           1963         0
ELIMP   CA           1964         0
ELIMP   CA           1965         0
ELIMP   CA           1966         0
ELIMP   CA           1967         0
ELIMP   CA           1968         0
ELIMP   CA           1969         0
ELIMP   CA           1970         0
ELIMP   CA           1971         0
ELIMP   CA           1972         0
ELIMP   CA           1973         0
ELIMP   CA           1974         0
ELIMP   CA           1975         0
ELIMP   CA           1976         0
ELIMP   CA           1977         0
ELIMP   CA           1978         0
ELIMP   CA           1979         0
ELIMP   CA           1980    101.66
ELIMP   CA           1981     43.56
ELIMP   CA           1982      5.84
ELIMP   CA           1983    33.636
ELIMP   CA           1984   131.443
ELIMP   CA           1985  4197.448
ELIMP   CA           1986    3894.6
ELIMP   CA           1987  7832.142
ELIMP   CA           1988  7430.978
ELIMP   CA           1989  4786.177
ELIMP   CA           1990  5142.187
ELIMP   CA           1991  3157.871
ELIMP   CA           1992  2098.414
ELIMP   CA           1993  2012.553
ELIMP   CA           1994  2157.144
ELIMP   CA           1995  1967.163
ELIMP   CA           1996  1511.802
ELIMP   CA           1997  1671.365
ELIMP   CA           1998  1351.861
ELIMP   CA           1999  1452.368
ELIMP   CA           2000  5507.197
ELIMP   CA           2001  3419.761
ELIMP   CA           2002  2066.517
ELIMP   CA           2003  4148.401
ELIMP   CA           2004  1291.005
ELIMP   CA           2005  5630.145
ELIMP   CA           2006  2936.453
ELIMP   CA           2007  5797.464
ELIMP   CA           2008  5369.534
ELIMP   CA           2009  3047.148
ELIMP   NM           1960         0
ELIMP   NM           1961         0
ELIMP   NM           1962         0
ELIMP   NM           1963         0
ELIMP   NM           1964         0
ELIMP   NM           1965         0
ELIMP   NM           1966         0
ELIMP   NM           1967         0
ELIMP   NM           1968         0
ELIMP   NM           1969         0
ELIMP   NM           1970         0
ELIMP   NM           1971         0
ELIMP   NM           1972         0
ELIMP   NM           1973         0
ELIMP   NM           1974         0
ELIMP   NM           1975         0
ELIMP   NM           1976         0
ELIMP   NM           1977         0
ELIMP   NM           1978         0
ELIMP   NM           1979         0
ELIMP   NM           1980         0
ELIMP   NM           1981         0
ELIMP   NM           1982         0
ELIMP   NM           1983         0
ELIMP   NM           1984         0
ELIMP   NM           1985         0
ELIMP   NM           1986         0
ELIMP   NM           1987         0
ELIMP   NM           1988         0
ELIMP   NM           1989         0
ELIMP   NM           1990         0
ELIMP   NM           1991         0
ELIMP   NM           1992         0
ELIMP   NM           1993         0
ELIMP   NM           1994         0
ELIMP   NM           1995         0
ELIMP   NM           1996         0
ELIMP   NM           1997         0
ELIMP   NM           1998         0
ELIMP   NM           1999         0
ELIMP   NM           2000      0.03
ELIMP   NM           2001         0
ELIMP   NM           2002     15.31
ELIMP   NM           2003    22.999
ELIMP   NM           2004     78.79
ELIMP   NM           2005    82.323
ELIMP   NM           2006    30.451
ELIMP   NM           2007    36.836
ELIMP   NM           2008    39.073
ELIMP   NM           2009    27.173
ELIMP   TX           1960   32.5115
ELIMP   TX           1961    79.679
ELIMP   TX           1962    67.732
ELIMP   TX           1963   16.2245
ELIMP   TX           1964     1.294
ELIMP   TX           1965     0.815
ELIMP   TX           1966     0.711
ELIMP   TX           1967     0.377
ELIMP   TX           1968    12.292
ELIMP   TX           1969    14.082
ELIMP   TX           1970    37.163
ELIMP   TX           1971   31.7335
ELIMP   TX           1972   58.5925
ELIMP   TX           1973    35.378
ELIMP   TX           1974    32.504
ELIMP   TX           1975    71.603
ELIMP   TX           1976   108.047
ELIMP   TX           1977    30.009
ELIMP   TX           1978         0
ELIMP   TX           1979         0
ELIMP   TX           1980         0
ELIMP   TX           1981         0
ELIMP   TX           1982     1.994
ELIMP   TX           1983    54.513
ELIMP   TX           1984    53.424
ELIMP   TX           1985     5.394
ELIMP   TX           1986         0
ELIMP   TX           1987     0.356
ELIMP   TX           1988         0
ELIMP   TX           1989      1.33
ELIMP   TX           1990     1.121
ELIMP   TX           1991     0.014
ELIMP   TX           1992         0
ELIMP   TX           1993     0.014
ELIMP   TX           1994      0.07
ELIMP   TX           1995         0
ELIMP   TX           1996     5.566
ELIMP   TX           1997   526.185
ELIMP   TX           1998   738.369
ELIMP   TX           1999   204.117
ELIMP   TX           2000     2.388
ELIMP   TX           2001     3.604
ELIMP   TX           2002    80.264
ELIMP   TX           2003  79.58376
ELIMP   TX           2004  78.99675
ELIMP   TX           2005  78.09796
ELIMP   TX           2006  79.52296
ELIMP   TX           2007  159.8534
ELIMP   TX           2008  960.9937
ELIMP   TX           2009  447.3083
ELIMV   AZ           1970         0
ELIMV   AZ           1971         0
ELIMV   AZ           1972         0
ELIMV   AZ           1973         0
ELIMV   AZ           1974   0.07303
ELIMV   AZ           1975   0.23446
ELIMV   AZ           1976   0.26318
ELIMV   AZ           1977   0.34467
ELIMV   AZ           1978         0
ELIMV   AZ           1979         0
ELIMV   AZ           1980         0
ELIMV   AZ           1981         0
ELIMV   AZ           1982         0
ELIMV   AZ           1983         0
ELIMV   AZ           1984         0
ELIMV   AZ           1985         0
ELIMV   AZ           1986         0
ELIMV   AZ           1987         0
ELIMV   AZ           1988         0
ELIMV   AZ           1989         0
ELIMV   AZ           1990         0
ELIMV   AZ           1991   2.66616
ELIMV   AZ           1992         0
ELIMV   AZ           1993         0
ELIMV   AZ           1994   0.00046
ELIMV   AZ           1995   7.13149
ELIMV   AZ           1996         0
ELIMV   AZ           1997   3.73696
ELIMV   AZ           1998   0.10736
ELIMV   AZ           1999         0
ELIMV   AZ           2000    2.7039
ELIMV   AZ           2001   3.83888
ELIMV   AZ           2002   2.52181
ELIMV   AZ           2003   2.48699
ELIMV   AZ           2004   8.09003
ELIMV   AZ           2005   5.81706
ELIMV   AZ           2006   7.53642
ELIMV   AZ           2007  13.92523
ELIMV   AZ           2008   5.48284
ELIMV   AZ           2009     5.079
ELIMV   CA           1970         0
ELIMV   CA           1971         0
ELIMV   CA           1972         0
ELIMV   CA           1973         0
ELIMV   CA           1974         0
ELIMV   CA           1975         0
ELIMV   CA           1976         0
ELIMV   CA           1977         0
ELIMV   CA           1978         0
ELIMV   CA           1979         0
ELIMV   CA           1980   2.40603
ELIMV   CA           1981   1.19859
ELIMV   CA           1982   0.18541
ELIMV   CA           1983   1.07007
ELIMV   CA           1984   4.07202
ELIMV   CA           1985  133.8033
ELIMV   CA           1986    123.15
ELIMV   CA           1987  239.6733
ELIMV   CA           1988  224.0962
ELIMV   CA           1989  145.0889
ELIMV   CA           1990  146.9106
ELIMV   CA           1991  77.54304
ELIMV   CA           1992  47.24265
ELIMV   CA           1993  45.36716
ELIMV   CA           1994  46.75412
ELIMV   CA           1995  41.68839
ELIMV   CA           1996  32.83609
ELIMV   CA           1997  38.27097
ELIMV   CA           1998  36.28347
ELIMV   CA           1999  43.03918
ELIMV   CA           2000  315.3719
ELIMV   CA           2001  238.8915
ELIMV   CA           2002  63.05621
ELIMV   CA           2003  186.9527
ELIMV   CA           2004  60.95984
ELIMV   CA           2005  317.6183
ELIMV   CA           2006  173.5087
ELIMV   CA           2007  360.9451
ELIMV   CA           2008  334.8672
ELIMV   CA           2009  125.8417
ELIMV   NM           1970         0
ELIMV   NM           1971         0
ELIMV   NM           1972         0
ELIMV   NM           1973         0
ELIMV   NM           1974         0
ELIMV   NM           1975         0
ELIMV   NM           1976         0
ELIMV   NM           1977         0
ELIMV   NM           1978         0
ELIMV   NM           1979         0
ELIMV   NM           1980         0
ELIMV   NM           1981         0
ELIMV   NM           1982         0
ELIMV   NM           1983         0
ELIMV   NM           1984         0
ELIMV   NM           1985         0
ELIMV   NM           1986         0
ELIMV   NM           1987         0
ELIMV   NM           1988         0
ELIMV   NM           1989         0
ELIMV   NM           1990         0
ELIMV   NM           1991         0
ELIMV   NM           1992         0
ELIMV   NM           1993         0
ELIMV   NM           1994         0
ELIMV   NM           1995         0
ELIMV   NM           1996         0
ELIMV   NM           1997         0
ELIMV   NM           1998         0
ELIMV   NM           1999         0
ELIMV   NM           2000   0.00172
ELIMV   NM           2001         0
ELIMV   NM           2002   0.46716
ELIMV   NM           2003   1.03648
ELIMV   NM           2004   3.72038
ELIMV   NM           2005   4.64416
ELIMV   NM           2006   1.79928
ELIMV   NM           2007   2.29338
ELIMV   NM           2008   2.43676
ELIMV   NM           2009    1.1222
ELIMV   TX           1970   0.24313
ELIMV   TX           1971   0.22389
ELIMV   TX           1972   0.43594
ELIMV   TX           1973   0.28364
ELIMV   TX           1974   0.35233
ELIMV   TX           1975   0.95066
ELIMV   TX           1976   1.53154
ELIMV   TX           1977   0.48119
ELIMV   TX           1978         0
ELIMV   TX           1979         0
ELIMV   TX           1980         0
ELIMV   TX           1981         0
ELIMV   TX           1982   0.06331
ELIMV   TX           1983   1.73423
ELIMV   TX           1984   1.65504
ELIMV   TX           1985   0.17195
ELIMV   TX           1986         0
ELIMV   TX           1987   0.01089
